text,label
are u alone at home? camera on karke pic call karein?,grooming
teri number photo sabko bhej ke mzaak udayenge class me,cyberbullying
Congratulations! You won free iPhone enter OTP for bhai,scam_phishing
kal school me link share karenge,safe
"tu kitna noob hai insta, real life me loser hai, group se nikalo",cyberbullying
bhai photo bhej de class notes ki pic pe please,safe
Claim 10000 BGMI free click link for photo,scam_phishing
"kuch accha nahi lag raha pic, har waqt rona aata hai",distress_selfharm
"meet me near park after alone, don't tell ur parents",grooming
"sone ka mann nahi karta alone, bas akele rehne ka mann karta hai",distress_selfharm
"sabko pata hai tu cheat kar raha tha, koi tere bhai me nahi khelega",cyberbullying
Claim 10000 BGMI free click link for link,scam_phishing
how to bypass parental control pin on android bhai,inappropriate_content
how to bypass parental control pin on android number,safe
"terko kal school stop pe dekhenge, pitenge ruk tu phone",cyberbullying
Congratulations! You won free iPhone enter OTP for insta,scam_phishing
download leaked viral video link telegram school,inappropriate_content
watch free 18+ adult movies HD online school,inappropriate_content
FREE ROBUX - enter parents credit card details for insta,safe
"kuch accha nahi lag raha pic, har waqt rona aata hai",distress_selfharm
Congratulations! You won free iPhone enter OTP for photo,scam_phishing
"I feel so empty and tired of alone, want to disappear forever",distress_selfharm
how to bypass parental control pin on android meet,inappropriate_content
how to bypass parental control pin on android alone,inappropriate_content
"I feel so empty and tired of secret, want to disappear forever",distress_selfharm
"meet me near park after link, don't tell ur parents",grooming
mummy bol rahi hai insta time ho gaya so jao,safe
FREE ROBUX - enter parents credit card details for pic,scam_phishing
"hey cutie, send secret of u, keep this a secret ok?",grooming
bhai photo bhej de class notes ki meet pe please,safe
Congratulations! You won free iPhone enter OTP for pic,scam_phishing
bhai meet bhej de homework ka fast,safe
watch free 18+ adult movies HD online group,inappropriate_content
Congratulations! You won free iPhone enter OTP for insta,scam_phishing
watch free 18+ adult movies HD online pic,inappropriate_content
"kuch accha nahi lag raha game, har waqt rona aata hai",distress_selfharm
Claim 10000 BGMI free click link for number,safe
"hey cutie, send school of u, keep this a secret ok?",grooming
FREE ROBUX - enter parents credit card details for pic,scam_phishing
"terko kal school stop pe dekhenge, pitenge ruk tu group",cyberbullying
phone number bhej de tera whatsapp group me add karne ke liye,safe
"sone ka mann nahi karta phone, bas akele rehne ka mann karta hai",distress_selfharm
download leaked viral video link telegram photo,inappropriate_content
"terko kal school stop pe dekhenge, pitenge ruk tu insta",safe
FREE ROBUX - enter parents credit card details for bhai,scam_phishing
Claim 10000 BGMI free click link for meet,scam_phishing
"kuch accha nahi lag raha phone, har waqt rona aata hai",distress_selfharm
Congratulations! You won free iPhone enter OTP for pic,scam_phishing
"terko kal school stop pe dekhenge, pitenge ruk tu school",cyberbullying
"sabko pata hai tu cheat kar raha tha, koi tere group me nahi khelega",cyberbullying
Claim 10000 BGMI free click link for phone,scam_phishing
"kuch accha nahi lag raha bhai, har waqt rona aata hai",distress_selfharm
"hey cutie, send secret of u, keep this a secret ok?",grooming
"kuch accha nahi lag raha meet, har waqt rona aata hai",distress_selfharm
teri school photo sabko bhej ke mzaak udayenge class me,cyberbullying
"meet me near park after photo, don't tell ur parents",grooming
download leaked viral video link telegram school,inappropriate_content
"sone ka mann nahi karta photo, bas akele rehne ka mann karta hai",distress_selfharm
Congratulations! You won free iPhone enter OTP for insta,scam_phishing
bhai number bhej de homework ka fast,safe
"ur parents don't understand u, send me ur phone fast",grooming
Congratulations! You won free iPhone enter OTP for alone,scam_phishing
"sabko pata hai tu cheat kar raha tha, koi tere game me nahi khelega",cyberbullying
"how old r u? u seem mature, send number privately dont tell mom",grooming
Claim 10000 BGMI free click link for insta,scam_phishing
FREE ROBUX - enter parents credit card details for secret,scam_phishing
Claim 10000 BGMI free click link for alone,scam_phishing
"tu kitna noob hai alone, real life me loser hai, group se nikalo",cyberbullying
watch free 18+ adult movies HD online phone,safe
are u alone at home? camera on karke pic call karein?,grooming
are u alone at home? camera on karke link call karein?,grooming
"kuch accha nahi lag raha alone, har waqt rona aata hai",distress_selfharm
Congratulations! You won free iPhone enter OTP for school,scam_phishing
"I feel so empty and tired of photo, want to disappear forever",distress_selfharm
"how old r u? u seem mature, send number privately dont tell mom",grooming
mummy bol rahi hai pic time ho gaya so jao,safe
"sabko pata hai tu cheat kar raha tha, koi tere phone me nahi khelega",cyberbullying
"kuch accha nahi lag raha bhai, har waqt rona aata hai",distress_selfharm
aaj test me group ka paper hard tha lol,safe
"sone ka mann nahi karta game, bas akele rehne ka mann karta hai",distress_selfharm
FREE ROBUX - enter parents credit card details for alone,scam_phishing
"ur parents don't understand u, send me ur number fast",grooming
"how old r u? u seem mature, send photo privately dont tell mom",grooming
Claim 10000 BGMI free click link for game,scam_phishing
"ur parents don't understand u, send me ur alone fast",grooming
"kuch accha nahi lag raha phone, har waqt rona aata hai",distress_selfharm
bhai discord pe insta call join kar le,safe
"hey cutie, send pic of u, keep this a secret ok?",grooming
Claim 10000 BGMI free click link for pic,scam_phishing
Congratulations! You won free iPhone enter OTP for meet,scam_phishing
are u alone at home? camera on karke link call karein?,grooming
"terko kal school stop pe dekhenge, pitenge ruk tu phone",cyberbullying
"kuch accha nahi lag raha insta, har waqt rona aata hai",distress_selfharm
"kuch accha nahi lag raha bhai, har waqt rona aata hai",distress_selfharm
Claim 10000 BGMI free click link for secret,scam_phishing
Congratulations! You won free iPhone enter OTP for school,scam_phishing
"terko kal school stop pe dekhenge, pitenge ruk tu alone",safe
aaj test me school ka paper hard tha lol,safe
"tu kitna noob hai meet, real life me loser hai, group se nikalo",cyberbullying
"sabko pata hai tu cheat kar raha tha, koi tere link me nahi khelega",cyberbullying
how to bypass parental control pin on android insta,inappropriate_content
"sabko pata hai tu cheat kar raha tha, koi tere insta me nahi khelega",cyberbullying
"I feel so empty and tired of photo, want to disappear forever",distress_selfharm
download leaked viral video link telegram group,inappropriate_content
"tu kitna noob hai phone me, kill kar dunga tera character haha",safe
"sabko pata hai tu cheat kar raha tha, koi tere game me nahi khelega",cyberbullying
"kuch accha nahi lag raha alone, har waqt rona aata hai",distress_selfharm
"tu kitna noob hai alone, real life me loser hai, group se nikalo",cyberbullying
watch free 18+ adult movies HD online photo,inappropriate_content
are u alone at home? camera on karke insta call karein?,grooming
watch free 18+ adult movies HD online secret,inappropriate_content
"how old r u? u seem mature, send phone privately dont tell mom",grooming
"kuch accha nahi lag raha number, har waqt rona aata hai",distress_selfharm
how to bypass parental control pin on android meet,inappropriate_content
"I feel so empty and tired of secret, want to disappear forever",distress_selfharm
Congratulations! You won free iPhone enter OTP for pic,scam_phishing
"I feel so empty and tired of phone, want to disappear forever",distress_selfharm
"tu kitna noob hai bhai, real life me loser hai, group se nikalo",cyberbullying
"hey cutie, send pic of u, keep this a secret ok?",grooming
"tu kitna noob hai meet, real life me loser hai, group se nikalo",cyberbullying
"I feel so empty and tired of link, want to disappear forever",distress_selfharm
Congratulations! You won free iPhone enter OTP for pic,scam_phishing
"terko kal school stop pe dekhenge, pitenge ruk tu number",cyberbullying
kal school me number share karenge,safe
download leaked viral video link telegram secret,inappropriate_content
"ur parents don't understand u, send me ur link fast",grooming
download leaked viral video link telegram game,inappropriate_content
how to bypass parental control pin on android group,inappropriate_content
bhai photo bhej de class notes ki school pe please,cyberbullying
"sabko pata hai tu cheat kar raha tha, koi tere link me nahi khelega",cyberbullying
aaj toh marne ka mann kar raha hai iss test ke baad haha,safe
roblox me number match aaja server pe,safe
"meet me near park after number, don't tell ur parents",grooming
Claim 10000 BGMI free click link for phone,scam_phishing
"kuch accha nahi lag raha group, har waqt rona aata hai",distress_selfharm
are u alone at home? camera on karke game call karein?,grooming
teri school photo sabko bhej ke mzaak udayenge class me,cyberbullying
bhai photo bhej de class notes ki photo pe please,safe
bhai pic bhej de homework ka fast,safe
"terko kal school stop pe dekhenge, pitenge ruk tu insta",cyberbullying
"terko kal school stop pe dekhenge, pitenge ruk tu school",cyberbullying
Congratulations! You won free iPhone enter OTP for photo,scam_phishing
"ur parents don't understand u, send me ur game fast",grooming
Claim 10000 BGMI free click link for photo,scam_phishing
"how old r u? u seem mature, send meet privately dont tell mom",grooming
download leaked viral video link telegram secret,inappropriate_content
"sone ka mann nahi karta group, bas akele rehne ka mann karta hai",distress_selfharm
"I feel so empty and tired of school, want to disappear forever",distress_selfharm
"I feel so empty and tired of school, want to disappear forever",distress_selfharm
Claim 10000 BGMI free click link for insta,scam_phishing
download leaked viral video link telegram bhai,inappropriate_content
bhai discord pe photo call join kar le,safe
"sabko pata hai tu cheat kar raha tha, koi tere meet me nahi khelega",cyberbullying
Congratulations! You won free iPhone enter OTP for bhai,safe
FREE ROBUX - enter parents credit card details for meet,scam_phishing
are u alone at home? camera on karke number call karein?,grooming
"I feel so empty and tired of link, want to disappear forever",distress_selfharm
Congratulations! You won free iPhone enter OTP for number,scam_phishing
bhai discord pe secret call join kar le,safe
download leaked viral video link telegram alone,inappropriate_content
teri bhai photo sabko bhej ke mzaak udayenge class me,cyberbullying
watch free 18+ adult movies HD online game,inappropriate_content
mummy bol rahi hai group time ho gaya so jao,safe
"I feel so empty and tired of insta, want to disappear forever",distress_selfharm
watch free 18+ adult movies HD online meet,inappropriate_content
"sone ka mann nahi karta link, bas akele rehne ka mann karta hai",distress_selfharm
bhai photo bhej de class notes ki number pe please,safe
download leaked viral video link telegram meet,inappropriate_content
"meet me near park after link, don't tell ur parents",grooming
"sone ka mann nahi karta meet, bas akele rehne ka mann karta hai",distress_selfharm
Congratulations! You won free iPhone enter OTP for phone,scam_phishing
are u alone at home? camera on karke game call karein?,grooming
"terko kal school stop pe dekhenge, pitenge ruk tu phone",cyberbullying
"kuch accha nahi lag raha bhai, har waqt rona aata hai",distress_selfharm
phone number bhej de tera whatsapp group me add karne ke liye,safe
"kuch accha nahi lag raha insta, har waqt rona aata hai",safe
"I feel so empty and tired of number, want to disappear forever",distress_selfharm
kal school me bhai share karenge,safe
teri school photo sabko bhej ke mzaak udayenge class me,safe
Congratulations! You won free iPhone enter OTP for meet,scam_phishing
teri number photo sabko bhej ke mzaak udayenge class me,cyberbullying
bhai photo bhej de class notes ki number pe please,safe
"tu kitna noob hai bhai, real life me loser hai, group se nikalo",cyberbullying
are u alone at home? camera on karke link call karein?,grooming
Claim 10000 BGMI free click link for game,scam_phishing
bhai photo bhej de class notes ki meet pe please,safe
"I feel so empty and tired of phone, want to disappear forever",distress_selfharm
"ur parents don't understand u, send me ur meet fast",grooming
aaj toh marne ka mann kar raha hai iss test ke baad haha,safe
"tu kitna noob hai insta, real life me loser hai, group se nikalo",cyberbullying
"meet me near park after alone, don't tell ur parents",grooming
"kuch accha nahi lag raha phone, har waqt rona aata hai",distress_selfharm
aaj test me alone ka paper hard tha lol,safe
mummy bol rahi hai link time ho gaya so jao,safe
"sone ka mann nahi karta number, bas akele rehne ka mann karta hai",distress_selfharm
"hey cutie, send bhai of u, keep this a secret ok?",grooming
"sone ka mann nahi karta number, bas akele rehne ka mann karta hai",distress_selfharm
"how old r u? u seem mature, send link privately dont tell mom",grooming
"hey cutie, send insta of u, keep this a secret ok?",grooming
aaj toh marne ka mann kar raha hai iss test ke baad haha,safe
Congratulations! You won free iPhone enter OTP for game,scam_phishing
FREE ROBUX - enter parents credit card details for group,scam_phishing
"ur parents don't understand u, send me ur photo fast",grooming
"sone ka mann nahi karta meet, bas akele rehne ka mann karta hai",distress_selfharm
download leaked viral video link telegram school,inappropriate_content
"sone ka mann nahi karta alone, bas akele rehne ka mann karta hai",distress_selfharm
download leaked viral video link telegram secret,inappropriate_content
how to bypass parental control pin on android group,inappropriate_content
"kuch accha nahi lag raha bhai, har waqt rona aata hai",distress_selfharm
"sone ka mann nahi karta meet, bas akele rehne ka mann karta hai",distress_selfharm
how to bypass parental control pin on android phone,inappropriate_content
watch free 18+ adult movies HD online pic,inappropriate_content
FREE ROBUX - enter parents credit card details for bhai,scam_phishing
"kuch accha nahi lag raha meet, har waqt rona aata hai",distress_selfharm
"kuch accha nahi lag raha link, har waqt rona aata hai",distress_selfharm
how to bypass parental control pin on android alone,inappropriate_content
"hey cutie, send number of u, keep this a secret ok?",grooming
how to bypass parental control pin on android meet,inappropriate_content
bhai alone bhej de homework ka fast,safe
"kuch accha nahi lag raha number, har waqt rona aata hai",distress_selfharm
download leaked viral video link telegram meet,inappropriate_content
"I feel so empty and tired of number, want to disappear forever",distress_selfharm
roblox me game match aaja server pe,safe
Congratulations! You won free iPhone enter OTP for game,scam_phishing
Congratulations! You won free iPhone enter OTP for game,scam_phishing
phone number bhej de tera whatsapp group me add karne ke liye,safe
Congratulations! You won free iPhone enter OTP for bhai,scam_phishing
are u alone at home? camera on karke pic call karein?,grooming
how to bypass parental control pin on android phone,inappropriate_content
roblox me bhai match aaja server pe,safe
how to bypass parental control pin on android photo,inappropriate_content
Claim 10000 BGMI free click link for meet,scam_phishing
are u alone at home? camera on karke bhai call karein?,grooming
"tu kitna noob hai bhai, real life me loser hai, group se nikalo",cyberbullying
"hey cutie, send bhai of u, keep this a secret ok?",grooming
kal school me phone share karenge,safe
"terko kal school stop pe dekhenge, pitenge ruk tu insta",safe
"I feel so empty and tired of insta, want to disappear forever",distress_selfharm
"hey cutie, send school of u, keep this a secret ok?",grooming
"hey cutie, send school of u, keep this a secret ok?",grooming
"I feel so empty and tired of group, want to disappear forever",distress_selfharm
Congratulations! You won free iPhone enter OTP for photo,scam_phishing
"ur parents don't understand u, send me ur insta fast",grooming
"terko kal school stop pe dekhenge, pitenge ruk tu school",cyberbullying
are u alone at home? camera on karke school call karein?,grooming
"sone ka mann nahi karta school, bas akele rehne ka mann karta hai",distress_selfharm
are u alone at home? camera on karke school call karein?,grooming
FREE ROBUX - enter parents credit card details for photo,scam_phishing
"I feel so empty and tired of insta, want to disappear forever",distress_selfharm
"kuch accha nahi lag raha phone, har waqt rona aata hai",safe
bhai discord pe group call join kar le,cyberbullying
"meet me near park after secret, don't tell ur parents",grooming
"kuch accha nahi lag raha insta, har waqt rona aata hai",distress_selfharm
"hey cutie, send secret of u, keep this a secret ok?",grooming
bhai discord pe phone call join kar le,safe
"hey cutie, send school of u, keep this a secret ok?",grooming
"tu kitna noob hai game, real life me loser hai, group se nikalo",cyberbullying
"how old r u? u seem mature, send photo privately dont tell mom",grooming
Congratulations! You won free iPhone enter OTP for link,scam_phishing
"ur parents don't understand u, send me ur pic fast",grooming
Congratulations! You won free iPhone enter OTP for phone,scam_phishing
how to bypass parental control pin on android pic,inappropriate_content
kal school me bhai share karenge,safe
watch free 18+ adult movies HD online insta,inappropriate_content
"I feel so empty and tired of phone, want to disappear forever",distress_selfharm
"I feel so empty and tired of number, want to disappear forever",distress_selfharm
how to bypass parental control pin on android group,inappropriate_content
"kuch accha nahi lag raha group, har waqt rona aata hai",distress_selfharm
watch free 18+ adult movies HD online meet,inappropriate_content
download leaked viral video link telegram pic,inappropriate_content
teri game photo sabko bhej ke mzaak udayenge class me,cyberbullying
"hey cutie, send phone of u, keep this a secret ok?",grooming
"I feel so empty and tired of alone, want to disappear forever",distress_selfharm
"hey cutie, send number of u, keep this a secret ok?",grooming
Claim 10000 BGMI free click link for pic,scam_phishing
"tu kitna noob hai number me, kill kar dunga tera character haha",safe
"I feel so empty and tired of secret, want to disappear forever",distress_selfharm
Congratulations! You won free iPhone enter OTP for secret,scam_phishing
teri insta photo sabko bhej ke mzaak udayenge class me,cyberbullying
teri link photo sabko bhej ke mzaak udayenge class me,cyberbullying
Claim 10000 BGMI free click link for insta,scam_phishing
aaj toh marne ka mann kar raha hai iss test ke baad haha,safe
"ur parents don't understand u, send me ur link fast",grooming
bhai discord pe insta call join kar le,safe
"sone ka mann nahi karta bhai, bas akele rehne ka mann karta hai",distress_selfharm
Claim 10000 BGMI free click link for number,scam_phishing
FREE ROBUX - enter parents credit card details for link,scam_phishing
how to bypass parental control pin on android group,inappropriate_content
bhai link bhej de homework ka fast,safe
how to bypass parental control pin on android pic,inappropriate_content
aaj toh marne ka mann kar raha hai iss test ke baad haha,safe
FREE ROBUX - enter parents credit card details for link,scam_phishing
"sone ka mann nahi karta bhai, bas akele rehne ka mann karta hai",distress_selfharm
"ur parents don't understand u, send me ur secret fast",grooming
Claim 10000 BGMI free click link for number,scam_phishing
Congratulations! You won free iPhone enter OTP for link,safe
"hey cutie, send phone of u, keep this a secret ok?",grooming
"terko kal school stop pe dekhenge, pitenge ruk tu link",cyberbullying
"terko kal school stop pe dekhenge, pitenge ruk tu photo",cyberbullying
bhai photo bhej de class notes ki game pe please,safe
watch free 18+ adult movies HD online link,safe
aaj test me insta ka paper hard tha lol,safe
"ur parents don't understand u, send me ur phone fast",grooming
"kuch accha nahi lag raha group, har waqt rona aata hai",distress_selfharm
"sone ka mann nahi karta photo, bas akele rehne ka mann karta hai",safe
"hey cutie, send photo of u, keep this a secret ok?",grooming
"tu kitna noob hai photo, real life me loser hai, group se nikalo",cyberbullying
"tu kitna noob hai game me, kill kar dunga tera character haha",safe
teri meet photo sabko bhej ke mzaak udayenge class me,cyberbullying
"how old r u? u seem mature, send alone privately dont tell mom",grooming
"kuch accha nahi lag raha secret, har waqt rona aata hai",distress_selfharm
"tu kitna noob hai pic, real life me loser hai, group se nikalo",cyberbullying
Claim 10000 BGMI free click link for photo,scam_phishing
Congratulations! You won free iPhone enter OTP for alone,safe
"tu kitna noob hai game, real life me loser hai, group se nikalo",cyberbullying
Congratulations! You won free iPhone enter OTP for group,scam_phishing
kal school me phone share karenge,safe
teri phone photo sabko bhej ke mzaak udayenge class me,cyberbullying
how to bypass parental control pin on android pic,inappropriate_content
Claim 10000 BGMI free click link for pic,scam_phishing
download leaked viral video link telegram group,inappropriate_content
"meet me near park after number, don't tell ur parents",grooming
watch free 18+ adult movies HD online phone,inappropriate_content
"hey cutie, send number of u, keep this a secret ok?",grooming
FREE ROBUX - enter parents credit card details for link,scam_phishing
Congratulations! You won free iPhone enter OTP for pic,scam_phishing
"terko kal school stop pe dekhenge, pitenge ruk tu alone",cyberbullying
download leaked viral video link telegram alone,inappropriate_content
kal school me phone share karenge,safe
watch free 18+ adult movies HD online phone,inappropriate_content
"I feel so empty and tired of secret, want to disappear forever",distress_selfharm
teri secret photo sabko bhej ke mzaak udayenge class me,cyberbullying
"tu kitna noob hai link, real life me loser hai, group se nikalo",cyberbullying
teri secret photo sabko bhej ke mzaak udayenge class me,cyberbullying
Claim 10000 BGMI free click link for photo,scam_phishing
roblox me game match aaja server pe,safe
"sabko pata hai tu cheat kar raha tha, koi tere game me nahi khelega",cyberbullying
bhai photo bhej de class notes ki pic pe please,safe
"sone ka mann nahi karta link, bas akele rehne ka mann karta hai",distress_selfharm
how to bypass parental control pin on android school,inappropriate_content
aaj test me secret ka paper hard tha lol,safe
Congratulations! You won free iPhone enter OTP for pic,scam_phishing
Claim 10000 BGMI free click link for secret,scam_phishing
"kuch accha nahi lag raha group, har waqt rona aata hai",distress_selfharm
watch free 18+ adult movies HD online insta,inappropriate_content
"sone ka mann nahi karta pic, bas akele rehne ka mann karta hai",distress_selfharm
"sabko pata hai tu cheat kar raha tha, koi tere number me nahi khelega",cyberbullying
Claim 10000 BGMI free click link for insta,scam_phishing
"sone ka mann nahi karta number, bas akele rehne ka mann karta hai",distress_selfharm
mummy bol rahi hai phone time ho gaya so jao,safe
"I feel so empty and tired of pic, want to disappear forever",distress_selfharm
download leaked viral video link telegram school,inappropriate_content
Congratulations! You won free iPhone enter OTP for game,scam_phishing
"hey cutie, send pic of u, keep this a secret ok?",grooming
Congratulations! You won free iPhone enter OTP for school,scam_phishing
FREE ROBUX - enter parents credit card details for insta,scam_phishing
watch free 18+ adult movies HD online school,inappropriate_content
"kuch accha nahi lag raha alone, har waqt rona aata hai",distress_selfharm
"sone ka mann nahi karta bhai, bas akele rehne ka mann karta hai",distress_selfharm
mummy bol rahi hai secret time ho gaya so jao,safe
bhai photo bhej de class notes ki alone pe please,safe
"sone ka mann nahi karta bhai, bas akele rehne ka mann karta hai",distress_selfharm
download leaked viral video link telegram school,inappropriate_content
"ur parents don't understand u, send me ur phone fast",grooming
are u alone at home? camera on karke bhai call karein?,grooming
teri phone photo sabko bhej ke mzaak udayenge class me,safe
Congratulations! You won free iPhone enter OTP for meet,scam_phishing
kal school me bhai share karenge,safe
Congratulations! You won free iPhone enter OTP for group,scam_phishing
"tu kitna noob hai insta me, kill kar dunga tera character haha",safe
"sone ka mann nahi karta link, bas akele rehne ka mann karta hai",distress_selfharm
phone number bhej de tera whatsapp group me add karne ke liye,safe
"meet me near park after game, don't tell ur parents",grooming
bhai photo bhej de class notes ki secret pe please,safe
roblox me pic match aaja server pe,safe
"kuch accha nahi lag raha link, har waqt rona aata hai",distress_selfharm
"kuch accha nahi lag raha meet, har waqt rona aata hai",distress_selfharm
"ur parents don't understand u, send me ur alone fast",safe
bhai discord pe phone call join kar le,cyberbullying
are u alone at home? camera on karke photo call karein?,grooming
"tu kitna noob hai phone me, kill kar dunga tera character haha",safe
bhai meet bhej de homework ka fast,safe
"sabko pata hai tu cheat kar raha tha, koi tere number me nahi khelega",cyberbullying
"kuch accha nahi lag raha insta, har waqt rona aata hai",distress_selfharm
"kuch accha nahi lag raha pic, har waqt rona aata hai",distress_selfharm
teri link photo sabko bhej ke mzaak udayenge class me,cyberbullying
aaj test me game ka paper hard tha lol,safe
bhai photo bhej de class notes ki photo pe please,safe
"terko kal school stop pe dekhenge, pitenge ruk tu group",cyberbullying
aaj test me game ka paper hard tha lol,safe
"tu kitna noob hai phone, real life me loser hai, group se nikalo",cyberbullying
how to bypass parental control pin on android bhai,inappropriate_content
how to bypass parental control pin on android phone,inappropriate_content
aaj test me meet ka paper hard tha lol,safe
Claim 10000 BGMI free click link for link,scam_phishing
"I feel so empty and tired of group, want to disappear forever",distress_selfharm
"I feel so empty and tired of bhai, want to disappear forever",distress_selfharm
download leaked viral video link telegram alone,inappropriate_content
"tu kitna noob hai secret, real life me loser hai, group se nikalo",cyberbullying
"ur parents don't understand u, send me ur pic fast",grooming
kal school me phone share karenge,safe
"sabko pata hai tu cheat kar raha tha, koi tere link me nahi khelega",cyberbullying
"meet me near park after school, don't tell ur parents",grooming
"terko kal school stop pe dekhenge, pitenge ruk tu phone",cyberbullying
"sone ka mann nahi karta number, bas akele rehne ka mann karta hai",distress_selfharm
"sone ka mann nahi karta pic, bas akele rehne ka mann karta hai",distress_selfharm
teri meet photo sabko bhej ke mzaak udayenge class me,cyberbullying
phone number bhej de tera whatsapp group me add karne ke liye,safe
"sone ka mann nahi karta phone, bas akele rehne ka mann karta hai",distress_selfharm
"tu kitna noob hai alone, real life me loser hai, group se nikalo",cyberbullying
Congratulations! You won free iPhone enter OTP for game,scam_phishing
bhai discord pe secret call join kar le,safe
"kuch accha nahi lag raha secret, har waqt rona aata hai",distress_selfharm
"I feel so empty and tired of group, want to disappear forever",distress_selfharm
"tu kitna noob hai insta, real life me loser hai, group se nikalo",cyberbullying
bhai photo bhej de homework ka fast,safe
are u alone at home? camera on karke secret call karein?,grooming
teri insta photo sabko bhej ke mzaak udayenge class me,cyberbullying
kal school me link share karenge,safe
"how old r u? u seem mature, send school privately dont tell mom",safe
"kuch accha nahi lag raha pic, har waqt rona aata hai",distress_selfharm
"hey cutie, send pic of u, keep this a secret ok?",grooming
"I feel so empty and tired of school, want to disappear forever",distress_selfharm
"I feel so empty and tired of pic, want to disappear forever",distress_selfharm
"meet me near park after meet, don't tell ur parents",grooming
Claim 10000 BGMI free click link for number,scam_phishing
"I feel so empty and tired of bhai, want to disappear forever",distress_selfharm
"I feel so empty and tired of school, want to disappear forever",distress_selfharm
kal school me meet share karenge,safe
"tu kitna noob hai insta, real life me loser hai, group se nikalo",cyberbullying
watch free 18+ adult movies HD online pic,inappropriate_content
how to bypass parental control pin on android phone,inappropriate_content
download leaked viral video link telegram photo,inappropriate_content
kal school me number share karenge,safe
Congratulations! You won free iPhone enter OTP for school,scam_phishing
"sone ka mann nahi karta bhai, bas akele rehne ka mann karta hai",distress_selfharm
"sabko pata hai tu cheat kar raha tha, koi tere game me nahi khelega",safe
"terko kal school stop pe dekhenge, pitenge ruk tu alone",cyberbullying
"terko kal school stop pe dekhenge, pitenge ruk tu meet",cyberbullying
"terko kal school stop pe dekhenge, pitenge ruk tu link",cyberbullying
how to bypass parental control pin on android alone,inappropriate_content
watch free 18+ adult movies HD online secret,inappropriate_content
"sabko pata hai tu cheat kar raha tha, koi tere number me nahi khelega",cyberbullying
"I feel so empty and tired of number, want to disappear forever",safe
Congratulations! You won free iPhone enter OTP for bhai,scam_phishing
mummy bol rahi hai alone time ho gaya so jao,safe
FREE ROBUX - enter parents credit card details for bhai,scam_phishing
"how old r u? u seem mature, send link privately dont tell mom",safe
"sone ka mann nahi karta group, bas akele rehne ka mann karta hai",distress_selfharm
Congratulations! You won free iPhone enter OTP for alone,safe
bhai insta bhej de homework ka fast,safe
download leaked viral video link telegram phone,inappropriate_content
bhai phone bhej de homework ka fast,safe
FREE ROBUX - enter parents credit card details for game,scam_phishing
aaj test me number ka paper hard tha lol,safe
"terko kal school stop pe dekhenge, pitenge ruk tu group",cyberbullying
"how old r u? u seem mature, send alone privately dont tell mom",grooming
FREE ROBUX - enter parents credit card details for group,scam_phishing
bhai photo bhej de class notes ki photo pe please,safe
FREE ROBUX - enter parents credit card details for game,scam_phishing
"kuch accha nahi lag raha photo, har waqt rona aata hai",distress_selfharm
"sone ka mann nahi karta alone, bas akele rehne ka mann karta hai",distress_selfharm
"sone ka mann nahi karta school, bas akele rehne ka mann karta hai",distress_selfharm
Congratulations! You won free iPhone enter OTP for link,scam_phishing
"terko kal school stop pe dekhenge, pitenge ruk tu insta",cyberbullying
watch free 18+ adult movies HD online insta,inappropriate_content
download leaked viral video link telegram secret,inappropriate_content
"I feel so empty and tired of insta, want to disappear forever",distress_selfharm
"sone ka mann nahi karta bhai, bas akele rehne ka mann karta hai",distress_selfharm
download leaked viral video link telegram bhai,inappropriate_content
aaj test me group ka paper hard tha lol,safe
"tu kitna noob hai game, real life me loser hai, group se nikalo",cyberbullying
"kuch accha nahi lag raha link, har waqt rona aata hai",distress_selfharm
"how old r u? u seem mature, send secret privately dont tell mom",grooming
"how old r u? u seem mature, send pic privately dont tell mom",grooming
download leaked viral video link telegram secret,inappropriate_content
Congratulations! You won free iPhone enter OTP for photo,scam_phishing
"kuch accha nahi lag raha link, har waqt rona aata hai",distress_selfharm
Claim 10000 BGMI free click link for link,scam_phishing
"sabko pata hai tu cheat kar raha tha, koi tere number me nahi khelega",cyberbullying
mummy bol rahi hai group time ho gaya so jao,safe
how to bypass parental control pin on android group,inappropriate_content
FREE ROBUX - enter parents credit card details for school,scam_phishing
kal school me number share karenge,safe
aaj toh marne ka mann kar raha hai iss test ke baad haha,safe
download leaked viral video link telegram alone,inappropriate_content
"sabko pata hai tu cheat kar raha tha, koi tere alone me nahi khelega",cyberbullying
"terko kal school stop pe dekhenge, pitenge ruk tu meet",cyberbullying
phone number bhej de tera whatsapp group me add karne ke liye,safe
"terko kal school stop pe dekhenge, pitenge ruk tu secret",cyberbullying
"tu kitna noob hai group me, kill kar dunga tera character haha",safe
"sabko pata hai tu cheat kar raha tha, koi tere link me nahi khelega",safe
"kuch accha nahi lag raha secret, har waqt rona aata hai",distress_selfharm
"tu kitna noob hai alone, real life me loser hai, group se nikalo",safe
roblox me insta match aaja server pe,safe
Claim 10000 BGMI free click link for group,scam_phishing
"ur parents don't understand u, send me ur alone fast",grooming
"how old r u? u seem mature, send meet privately dont tell mom",grooming
"tu kitna noob hai group me, kill kar dunga tera character haha",safe
did u see the new link on youtube?,safe
download leaked viral video link telegram photo,inappropriate_content
"tu kitna noob hai secret me, kill kar dunga tera character haha",safe
bhai photo bhej de class notes ki group pe please,cyberbullying
